#run	cell	pol	dose\sum_dose
16263	20	0.0515	0.009374788261257035	0.009374788261257035
16269	20	0.0704	0.005152813269264657	0.014527601530521692
16270	20	0.0726	0.0598287385808931	0.07435634011141479
16271	20	0.0468	0.00981226842444037	0.08416860853585516
16273	20	0.0683	0.05835920612666242	0.14252781466251757
16277	20	0.0865	0.07793993729710863	0.2204677519596262
16279	20	0.0641	0.06850062887477867	0.2889683808344049
16281	20	0.0640	0.08645349682282331	0.37542187765722823
16283	20	0.0658	0.024312434345706492	0.39973431200293474
16284	20	0.0455	0.06553255933649932	0.46526687133943406
16285	20	0.0661	0.10934290961132358	0.5746097809507577
16286	20	0.0705	0.10504520794710856	0.6796549888978662
16287	20	0.0756	0.0976298021992959	0.7772847910971621
16288	20	0.0770	0.06281709074828148	0.8401018818454435
16289	20	0.0802	0.03598021821639971	0.8760821000618433
16358	20	0.0942	0.04511160763983683	0.9211937077016801
16359	20	-0.0439	0.036735001936263646	0.9579287096379437
16360	20	0.0427	0.001855247826064319	0.959783957464008
16361	20	0.0425	0.0018586294084083465	0.9616425868724163
16362	20	0.0433	0.03273464381842243	0.9943772306908387
16401	20	0.1682	0.023804604052883132	1.018181834743722
16403	20	0.2221	0.12403466463838675	1.1422164993821087
16404	20	0.2533	0.11366983949869514	1.2558863388808037
16405	20	0.2687	0.06535161634362527	1.3212379552244289
16406	20	0.2723	0.049524454618489124	1.370762409842918
16407	20	0.2914	0.03507397689028038	1.4058363867331984
16408	20	0.3146	0.048560095269633494	1.454396482002832
16409	20	0.3294	0.1181512423903398	1.5725477243931718
16410	20	0.3404	0.031102873195291945	1.6036505975884638
16411	20	0.3468	0.030496399421871198	1.634146997010335
16412	20	0.3476	0.014403922253244389	1.6485509192635794
16414	20	0.3548	0.05765704041659723	1.7062079596801767
16415	20	0.3605	0.031360329694468614	1.7375682893746454
16416	20	0.3669	0.11290325969284339	1.8504715490674888
16419	20	0.3708	0.09117430107964888	1.9416458501471376
16420	20	0.3744	0.0038248470109931982	1.9454706971581308
16421	20	0.3819	0.049160101554837514	1.9946307987129683
16422	20	0.3841	0.10689939763589804	2.1015301963488664
16423	20	0.3924	0.11307325216865005	2.2146034485175163
16424	20	0.3979	0.046523002664484836	2.261126451182001
16425	20	0.4010	0.03410520694789442	2.2952316581298953
16426	20	0.3999	0.10917973908605873	2.404411397215954
16432	20	0.4051	0.08292507747885942	2.4873364746948132
16433	20	-0.0826	0.03409124283176061	2.521427717526574
16434	20	-0.1578	0.11283665139002326	2.634264368916597
16435	20	-0.1838	0.11265152864819038	2.7469158975647874
16436	20	-0.2010	0.09350807069726981	2.840423968262057
16438	20	-0.2107	0.0931734373587224	2.9335974056207794
16440	20	-0.2210	0.10285505268780035	3.0364524583085797
16441	20	-0.2261	0.05425016162685203	3.0907026199354317
16442	20	-0.2254	0.009446717669283448	3.1001493376047153
16443	20	-0.2258	0.10635868022512156	3.206508017829837
16444	20	-0.2312	0.015334562531338016	3.221842580361175
16445	20	-0.2340	0.015357798541365859	3.237200378902541
16447	20	-0.2405	0.05284219611881363	3.2900425750213547
16448	20	-0.2458	0.04324202539448654	3.3332846004158414
16449	20	-0.2666	0.0072337229898617305	3.340518323405703
16455	20	-0.3297	0.12291688141575866	3.4634352048214616
16456	20	-0.3379	0.014270397061848492	3.47770560188331
16457	20	-0.3397	0.005507612845874876	3.483213214729185
16458	20	-0.3395	0.01029503222240552	3.4935082469515906
16460	20	-0.3452	0.11087635927970692	3.6043846062312976
