#run,start_time,stop_time,species,cell,charge_avg_online,charge_avg_offline_cc,charge_avg_offline,charge_avg_offline_err,run_dose(Pe/cm2),cc_on,cc_off,cc_off_err
16633,2022-08-10 19:23:00-04:00,2022-08-10 23:24:00-04:00,d,20,-0.4312,-0.0915,-0.0915,0.000501,0.1251765522745047,-14.5,-3.0773,0.2004
16634,2022-08-10 23:28:00-04:00,2022-08-11 03:28:00-04:00,d,20,-0.4291,-0.0911,-0.0909,0.000499,0.1214842613636377,-14.5,-3.0773,0.2004
16636,2022-08-11 03:43:00-04:00,2022-08-11 06:12:00-04:00,d,20,-0.4283,-0.0909,-0.0905,0.000641,0.0701946334844561,-14.5,-3.0773,0.2004
16882,2022-09-06 22:23:00-04:00,2022-09-06 23:20:00-04:00,d,20,0.3509,0.3807,0.3807,0.000105,0.0785412268855061,-1.34,-1.4538,0.0024
16884,2022-09-06 23:50:00-04:00,2022-09-07 00:13:00-04:00,d,20,0.3487,0.3784,0.3784,0.000164,0.0315727622717596,-1.34,-1.4538,0.0024
16887,2022-09-07 00:40:00-04:00,2022-09-07 01:38:00-04:00,d,20,0.3471,0.3765,0.3766,0.000102,0.0797173010634345,-1.34,-1.4538,0.0024
16888,2022-09-07 01:43:00-04:00,2022-09-07 03:00:00-04:00,d,20,0.3451,0.3744,0.3745,8.8e-05,0.1026340271214648,-1.34,-1.4538,0.0024
16889,2022-09-07 03:03:00-04:00,2022-09-07 06:39:00-04:00,d,20,0.341,0.37,0.3701,5.3e-05,0.2729865448927204,-1.34,-1.4538,0.0024
16890,2022-09-07 06:42:00-04:00,2022-09-07 08:05:00-04:00,d,20,0.3377,0.3663,0.3665,0.000103,0.0706680052499725,-1.34,-1.4538,0.0024
16898,2022-09-07 17:38:00-04:00,2022-09-07 18:52:00-04:00,d,20,0.236,0.256,0.256,6.8e-05,0.0283217391739995,-1.34,-1.4538,0.0024
16899,2022-09-07 18:54:00-04:00,2022-09-07 19:36:00-04:00,d,20,0.2548,0.2765,0.2765,0.000117,0.0142180661332862,-1.34,-1.4538,0.0024
16901,2022-09-07 19:52:00-04:00,2022-09-07 20:32:00-04:00,d,20,0.2713,0.2943,0.2944,9.8e-05,0.0245476181937611,-1.34,-1.4538,0.0024
16902,2022-09-07 20:37:00-04:00,2022-09-08 00:49:00-04:00,d,20,0.3138,0.3365,0.3365,4.6e-05,0.2112811882408581,-1.41,-1.4538,0.0024
16903,2022-09-08 00:56:00-04:00,2022-09-08 04:50:00-04:00,d,20,0.3667,0.3781,0.378,5.2e-05,0.2132654655467996,-1.41,-1.4538,0.0024
16904,2022-09-08 04:56:00-04:00,2022-09-08 08:42:00-04:00,d,20,0.371,0.3826,0.3825,5.3e-05,0.2087138057443023,-1.41,-1.4538,0.0024
16905,2022-09-08 08:49:00-04:00,2022-09-08 13:11:00-04:00,d,20,0.3675,0.3789,0.3789,4.9e-05,0.2472533321908573,-1.41,-1.4538,0.0024
16907,2022-09-08 14:41:00-04:00,2022-09-08 16:36:00-04:00,d,20,0.3657,0.3771,0.3771,7.8e-05,0.0886163892418543,-1.41,-1.4538,0.0024
16908,2022-09-08 16:55:00-04:00,2022-09-08 18:19:00-04:00,d,20,0.3625,0.3737,0.3738,8.5e-05,0.0749112992970788,-1.41,-1.4538,0.0024
16910,2022-09-08 18:48:00-04:00,2022-09-08 22:47:00-04:00,d,20,0.3573,0.3684,0.3683,5.2e-05,0.1880065163053678,-1.41,-1.4538,0.0024
16911,2022-09-08 22:50:00-04:00,2022-09-09 02:30:00-04:00,d,20,0.3458,0.3566,0.3564,5e-05,0.2025224714633632,-1.41,-1.4538,0.0024
16912,2022-09-09 02:33:00-04:00,2022-09-09 05:25:00-04:00,d,20,0.341,0.3516,0.3514,5.8e-05,0.1458243071140348,-1.41,-1.4538,0.0024
16913,2022-09-09 05:58:00-04:00,2022-09-09 09:19:00-04:00,d,20,0.3375,0.348,0.3479,5.2e-05,0.1751639096021274,-1.41,-1.4538,0.0024
16918,2022-09-09 11:43:00-04:00,2022-09-09 13:12:00-04:00,d,20,0.3356,0.346,0.3458,7.5e-05,0.083931130921136,-1.41,-1.4538,0.0024
16922,2022-09-09 14:24:00-04:00,2022-09-09 18:18:00-04:00,d,20,0.3342,0.3446,0.3444,4.7e-05,0.2157552075699632,-1.41,-1.4538,0.0024
16923,2022-09-09 19:10:00-04:00,2022-09-09 23:04:00-04:00,d,20,-0.2881,-0.2933,-0.2932,4.7e-05,0.211605867677195,-1.41,-1.4353,0.0027
16924,2022-09-09 23:10:00-04:00,2022-09-10 02:53:00-04:00,d,20,-0.3123,-0.3179,-0.3179,5.1e-05,0.2011625850787732,-1.41,-1.4353,0.0027
16925,2022-09-10 03:00:00-04:00,2022-09-10 04:41:00-04:00,d,20,-0.3144,-0.32,-0.32,7.7e-05,0.0907107371481184,-1.41,-1.4353,0.0027
16927,2022-09-10 05:51:00-04:00,2022-09-10 09:24:00-04:00,d,20,-0.3137,-0.3193,-0.3193,5.2e-05,0.2027045085009235,-1.41,-1.4353,0.0027
16928,2022-09-10 09:27:00-04:00,2022-09-10 13:02:00-04:00,d,20,-0.3126,-0.3182,-0.3182,5.2e-05,0.2017429782442133,-1.41,-1.4353,0.0027
16929,2022-09-10 13:07:00-04:00,2022-09-10 14:10:00-04:00,d,20,-0.3108,-0.3164,-0.3164,9.4e-05,0.0596890410489802,-1.41,-1.4353,0.0027
16931,2022-09-10 14:22:00-04:00,2022-09-10 17:59:00-04:00,d,20,-0.3059,-0.3114,-0.3114,5.6e-05,0.1660366837186932,-1.41,-1.4353,0.0027
16932,2022-09-10 18:59:00-04:00,2022-09-10 21:57:00-04:00,d,20,-0.3084,-0.314,-0.314,5.8e-05,0.1580176927413286,-1.41,-1.4353,0.0027
16933,2022-09-10 22:57:00-04:00,2022-09-11 02:33:00-04:00,d,20,-0.306,-0.3115,-0.3115,5.1e-05,0.205333472533694,-1.41,-1.4353,0.0027
16934,2022-09-11 02:39:00-04:00,2022-09-11 06:28:00-04:00,d,20,-0.303,-0.3084,-0.3085,5.1e-05,0.1960124849935165,-1.41,-1.4353,0.0027
16935,2022-09-11 06:41:00-04:00,2022-09-11 10:20:00-04:00,d,20,-0.3006,-0.306,-0.306,5e-05,0.1992794439804298,-1.41,-1.4353,0.0027
16943,2022-09-11 11:31:00-04:00,2022-09-11 11:43:00-04:00,d,20,-0.2979,-0.3032,-0.3033,0.000201,0.0126391476833274,-1.41,-1.4353,0.0027
16944,2022-09-11 11:49:00-04:00,2022-09-11 12:57:00-04:00,d,20,-0.296,-0.3013,-0.3014,8.7e-05,0.0649167395602387,-1.41,-1.4353,0.0027
16945,2022-09-11 15:38:00-04:00,2022-09-11 18:27:00-04:00,d,20,-0.156,-0.1607,-0.1607,7e-05,0.1476913866308529,-1.41,-1.4528,0.0061
16946,2022-09-11 18:33:00-04:00,2022-09-11 19:46:00-04:00,d,20,-0.1973,-0.2033,-0.2033,0.000147,0.0530781091162929,-1.41,-1.4528,0.0061
16947,2022-09-11 20:12:00-04:00,2022-09-11 23:05:00-04:00,d,20,-0.2285,-0.2354,-0.2354,0.000107,0.1337105358087525,-1.41,-1.4528,0.0061
16948,2022-09-11 23:11:00-04:00,2022-09-12 01:41:00-04:00,d,20,-0.2554,-0.2631,-0.263,0.000235,0.0334707357248872,-1.41,-1.4528,0.0061
16950,2022-09-12 05:38:00-04:00,2022-09-12 05:44:00-04:00,d,20,-0.2613,-0.2692,-0.2691,0.000564,0.0064324875818933,-1.41,-1.4528,0.0061
16951,2022-09-12 05:47:00-04:00,2022-09-12 09:30:00-04:00,d,20,-0.2724,-0.2807,-0.2806,0.000106,0.1908211200473193,-1.41,-1.4528,0.0061
16952,2022-09-12 09:38:00-04:00,2022-09-12 13:20:00-04:00,d,20,-0.2906,-0.2995,-0.2993,0.00011,0.1979778128021642,-1.41,-1.4528,0.0061
16958,2022-09-12 14:05:00-04:00,2022-09-12 17:33:00-04:00,d,20,-0.3007,-0.3099,-0.3098,0.000115,0.2005313737566511,-1.41,-1.4528,0.0061
16959,2022-09-12 17:41:00-04:00,2022-09-12 21:10:00-04:00,d,20,-0.3053,-0.3146,-0.3146,0.000118,0.1967381432837978,-1.41,-1.4528,0.0061
16960,2022-09-12 21:21:00-04:00,2022-09-13 00:07:00-04:00,d,20,-0.306,-0.3153,-0.3153,0.000132,0.1536759698629747,-1.41,-1.4528,0.0061
16961,2022-09-13 00:14:00-04:00,2022-09-13 00:26:00-04:00,d,20,-0.306,-0.3153,-0.3153,0.000466,0.0134481743938142,-1.41,-1.4528,0.0061
16962,2022-09-13 00:31:00-04:00,2022-09-13 00:37:00-04:00,d,20,-0.3057,-0.315,-0.3151,0.000658,0.0067126530594325,-1.41,-1.4528,0.0061
16963,2022-09-13 00:42:00-04:00,2022-09-13 04:09:00-04:00,d,20,-0.3062,-0.3155,-0.3156,0.000118,0.1973747110630337,-1.41,-1.4528,0.0061
16964,2022-09-13 04:15:00-04:00,2022-09-13 07:47:00-04:00,d,20,-0.3064,-0.3158,-0.3158,0.000117,0.200292348540785,-1.41,-1.4528,0.0061
16965,2022-09-13 07:49:00-04:00,2022-09-13 11:55:00-04:00,d,20,-0.3063,-0.3156,-0.3157,0.00012,0.1880331375137913,-1.41,-1.4528,0.0061
16967,2022-09-13 12:09:00-04:00,2022-09-13 14:18:00-04:00,d,20,-0.3041,-0.3133,-0.3134,0.000149,0.119557146404655,-1.41,-1.4528,0.0061
16968,2022-09-13 14:26:00-04:00,2022-09-13 16:59:00-04:00,d,20,-0.303,-0.3122,-0.3124,0.000135,0.1463439522951369,-1.41,-1.4528,0.0061
17039,2022-09-21 03:24:00-04:00,2022-09-21 07:19:00-04:00,d,20,0.4669,0.4463,0.4462,6e-05,0.1463213043697728,-1.57,-1.5005,0.0021
17040,2022-09-21 07:22:00-04:00,2022-09-21 09:48:00-04:00,d,20,0.4673,0.4502,0.4502,7.7e-05,0.0935587694190361,-1.39,-1.5005,0.0021
17041,2022-09-21 09:57:00-04:00,2022-09-21 12:15:00-04:00,d,20,0.423,0.4567,0.4566,7.4e-05,0.1197235224821191,-1.39,-1.5005,0.0021
17043,2022-09-21 13:10:00-04:00,2022-09-21 15:33:00-04:00,d,20,0.4233,0.457,0.457,8.5e-05,0.0786957910788298,-1.39,-1.5005,0.0021
17044,2022-09-21 15:50:00-04:00,2022-09-21 18:22:00-04:00,d,20,0.4209,0.4544,0.4545,7.8e-05,0.0975803566022418,-1.39,-1.5005,0.0021
17046,2022-09-21 18:43:00-04:00,2022-09-21 20:43:00-04:00,d,20,0.4176,0.4508,0.4509,8e-05,0.0904106317266118,-1.39,-1.5005,0.0021
17047,2022-09-21 22:15:00-04:00,2022-09-21 22:43:00-04:00,d,20,0.4185,0.4518,0.452,0.000181,0.0149257898050847,-1.39,-1.5005,0.0021
17048,2022-09-21 22:48:00-04:00,2022-09-22 00:25:00-04:00,d,20,0.4153,0.4483,0.4484,8.5e-05,0.0779847688862056,-1.39,-1.5005,0.0021
17049,2022-09-22 00:32:00-04:00,2022-09-22 03:26:00-04:00,d,20,0.4099,0.4425,0.4426,6.3e-05,0.1496289837929102,-1.39,-1.5005,0.0021
17050,2022-09-22 03:33:00-04:00,2022-09-22 04:18:00-04:00,d,20,0.4068,0.4392,0.4393,0.000137,0.0299101335017631,-1.39,-1.5005,0.0021
17051,2022-09-22 04:25:00-04:00,2022-09-22 07:54:00-04:00,d,20,0.4039,0.436,0.4361,5.8e-05,0.1584916998164944,-1.39,-1.5005,0.0021
17052,2022-09-22 08:02:00-04:00,2022-09-22 11:46:00-04:00,d,20,0.3961,0.4276,0.4276,5.4e-05,0.1881883131050595,-1.39,-1.5005,0.0021
17053,2022-09-22 11:58:00-04:00,2022-09-22 12:07:00-04:00,d,20,0.3932,0.4244,0.4245,0.000314,0.0056337474940152,-1.39,-1.5005,0.0021
17054,2022-09-22 12:13:00-04:00,2022-09-22 13:33:00-04:00,d,20,0.3934,0.4246,0.4247,0.000109,0.0425514120258729,-1.39,-1.5005,0.0021
17055,2022-09-22 14:57:00-04:00,2022-09-22 16:25:00-04:00,d,20,0.3935,0.4248,0.4248,8.7e-05,0.0710175204204736,-1.39,-1.5005,0.0021
17056,2022-09-22 16:34:00-04:00,2022-09-22 18:30:00-04:00,d,20,0.3892,0.4201,0.4202,7.2e-05,0.1033049886235763,-1.39,-1.5005,0.0021
17057,2022-09-22 18:35:00-04:00,2022-09-22 20:00:00-04:00,d,20,0.3863,0.417,0.417,8.2e-05,0.0809566049188883,-1.39,-1.5005,0.0021
17058,2022-09-22 21:55:00-04:00,2022-09-22 23:10:00-04:00,d,20,-0.3079,-0.3358,-0.3357,0.000562,0.0678934153595803,-1.39,-1.5159,0.0163
17059,2022-09-22 23:14:00-04:00,2022-09-23 00:31:00-04:00,d,20,-0.3282,-0.3579,-0.3578,0.000596,0.0666332941420748,-1.39,-1.5159,0.0163
17060,2022-09-23 00:39:00-04:00,2022-09-23 04:35:00-04:00,d,20,-0.3224,-0.3516,-0.3515,0.000324,0.2235679174410018,-1.39,-1.5159,0.0163
17061,2022-09-23 04:38:00-04:00,2022-09-23 06:28:00-04:00,d,20,-0.3182,-0.347,-0.3468,0.000468,0.1035072129615227,-1.39,-1.5159,0.0163
17063,2022-09-23 06:46:00-04:00,2022-09-23 10:38:00-04:00,d,20,-0.3159,-0.3445,-0.3443,0.000332,0.1997701659944095,-1.39,-1.5159,0.0163
17065,2022-09-23 12:02:00-04:00,2022-09-23 14:00:00-04:00,d,20,-0.3152,-0.3438,-0.3436,0.000457,0.1069082691053032,-1.39,-1.5159,0.0163
17227,2022-10-20 03:15:00-04:00,2022-10-20 07:10:00-04:00,d,20,0.4422,0.4751,0.4744,0.000774,0.1817356359620122,-1.39,-1.4933,0.0256
17229,2022-10-20 07:57:00-04:00,2022-10-20 08:10:00-04:00,d,20,0.427,0.4587,0.458,0.002781,0.0147369089497298,-1.39,-1.4933,0.0256
17230,2022-10-20 08:23:00-04:00,2022-10-20 09:59:00-04:00,d,20,0.4228,0.3996,0.4532,0.001112,0.0781679581858033,-1.39,-1.4933,0.0256
17231,2022-10-20 10:04:00-04:00,2022-10-20 10:31:00-04:00,d,20,0.4183,0.4494,0.4488,0.001994,0.0230788153829003,-1.39,-1.4933,0.0256
17233,2022-10-20 10:42:00-04:00,2022-10-20 13:21:00-04:00,d,20,0.4109,0.4414,0.4407,0.000791,0.1521889057494685,-1.42,-1.4933,0.0256
17236,2022-10-20 13:41:00-04:00,2022-10-20 14:45:00-04:00,d,20,0.4064,0.4274,0.4267,0.001352,0.0457632115353202,-1.42,-1.4933,0.0256
17237,2022-10-21 01:29:00-04:00,2022-10-21 06:11:00-04:00,d,20,0.4091,0.4302,0.4296,0.000627,0.225287425643617,-1.42,-1.4933,0.0256
17239,2022-10-21 06:32:00-04:00,2022-10-21 10:15:00-04:00,d,20,0.4063,0.4273,0.4266,0.000646,0.222516938809468,-1.42,-1.4933,0.0256
17240,2022-10-21 10:19:00-04:00,2022-10-21 13:57:00-04:00,d,20,0.4044,0.4253,0.4246,0.000655,0.2170273177825963,-1.42,-1.4933,0.0256
17242,2022-10-21 14:21:00-04:00,2022-10-21 17:03:00-04:00,d,20,0.3955,0.1814,0.4144,0.000825,0.1252766066536078,-1.42,-1.4933,0.0256
17243,2022-10-21 20:05:00-04:00,2022-10-21 20:37:00-04:00,d,20,0.4034,0.4242,0.4235,0.001633,0.0353132745272172,-1.42,-1.4933,0.0256
17244,2022-10-21 20:42:00-04:00,2022-10-21 21:09:00-04:00,d,20,0.4015,0.4222,0.4216,0.001948,0.0232000151563888,-1.42,-1.4933,0.0256
17245,2022-10-21 21:17:00-04:00,2022-10-22 01:03:00-04:00,d,20,0.3952,0.4156,0.4149,0.000621,0.2194885385074378,-1.42,-1.4933,0.0256
17246,2022-10-22 01:07:00-04:00,2022-10-22 04:29:00-04:00,d,20,0.3877,0.4077,0.4071,0.000635,0.2088965455645719,-1.42,-1.4933,0.0256
17248,2022-10-22 04:42:00-04:00,2022-10-22 08:16:00-04:00,d,20,0.3859,0.4059,0.4052,0.000626,0.208663484944069,-1.42,-1.4933,0.0256
17249,2022-10-22 08:20:00-04:00,2022-10-22 09:22:00-04:00,d,20,0.3833,0.4031,0.4025,0.001135,0.0637700274425391,-1.42,-1.4933,0.0256
17252,2022-10-22 10:05:00-04:00,2022-10-22 10:31:00-04:00,d,20,0.3818,0.4015,0.4009,0.001769,0.0252080450151687,-1.42,-1.4933,0.0256
17253,2022-10-22 10:44:00-04:00,2022-10-22 11:20:00-04:00,d,20,0.3815,0.4012,0.4005,0.001681,0.0258119286160629,-1.42,-1.4933,0.0256
17254,2022-10-22 11:23:00-04:00,2022-10-22 11:27:00-04:00,d,20,0.3805,0.4001,0.3995,0.004852,0.0036889286772437,-1.42,-1.4933,0.0256
17255,2022-10-22 11:36:00-04:00,2022-10-22 11:55:00-04:00,d,20,0.3805,0.4001,0.3995,0.00208,0.0183486283213755,-1.42,-1.4933,0.0256
17258,2022-10-22 12:25:00-04:00,2022-10-22 13:48:00-04:00,d,20,0.3786,0.3982,0.3975,0.001046,0.0712563344642266,-1.42,-1.4933,0.0256
17261,2022-10-22 14:17:00-04:00,2022-10-22 15:29:00-04:00,d,20,0.3755,0.3949,0.3943,0.001021,0.0767835999059942,-1.42,-1.4933,0.0256
17262,2022-10-22 15:35:00-04:00,2022-10-22 19:09:00-04:00,d,20,0.3527,0.3709,0.3703,0.000583,0.2062157451711298,-1.42,-1.4933,0.0256
17263,2022-10-22 19:15:00-04:00,2022-10-22 21:03:00-04:00,d,20,0.3652,0.384,0.3834,0.000827,0.1085480399072256,-1.42,-1.4933,0.0256
17264,2022-10-23 02:20:00-04:00,2022-10-23 05:59:00-04:00,d,20,-0.2322,-0.2549,-0.2548,8.4e-05,0.2226195062688604,-1.42,-1.5591,0.0059
17265,2022-10-23 06:02:00-04:00,2022-10-23 10:50:00-04:00,d,20,-0.265,-0.291,-0.2908,9.9e-05,0.2005532410394181,-1.42,-1.5591,0.0059
17266,2022-10-23 11:02:00-04:00,2022-10-23 12:52:00-04:00,d,20,-0.266,-0.292,-0.2919,0.000141,0.1018688647658822,-1.42,-1.5591,0.0059
17268,2022-10-23 22:14:00-04:00,2022-10-23 23:16:00-04:00,d,20,-0.2323,-0.255,-0.2548,0.000225,0.0604649009873589,-1.42,-1.5591,0.0059
17269,2022-10-23 23:41:00-04:00,2022-10-24 03:10:00-04:00,d,20,-0.2566,-0.2818,-0.2816,0.000154,0.1624792492406054,-1.42,-1.5591,0.0059
17270,2022-10-24 07:17:00-04:00,2022-10-24 11:11:00-04:00,d,20,-0.2759,-0.303,-0.3028,0.000128,0.1996600449501189,-1.42,-1.5591,0.0059
17271,2022-10-24 11:23:00-04:00,2022-10-24 14:57:00-04:00,d,20,-0.273,-0.2997,-0.2996,0.000113,0.1603431186307347,-1.42,-1.5591,0.0059
17272,2022-10-24 15:29:00-04:00,2022-10-24 16:44:00-04:00,d,20,-0.2711,-0.2977,-0.2975,0.000185,0.0598748084361248,-1.42,-1.5591,0.0059
17273,2022-10-24 16:56:00-04:00,2022-10-24 20:50:00-04:00,d,20,-0.2707,-0.3025,-0.2968,9.7e-05,0.2205823919916826,-1.42,-1.5591,0.0059
17274,2022-10-24 20:54:00-04:00,2022-10-25 00:41:00-04:00,d,20,-0.2774,-0.3046,-0.3045,0.0001,0.218755206312214,-1.42,-1.5591,0.0059
17275,2022-10-25 00:44:00-04:00,2022-10-25 01:08:00-04:00,d,20,-0.2762,-0.3033,-0.3031,0.000299,0.025270188810366,-1.42,-1.5591,0.0059
17276,2022-10-25 01:13:00-04:00,2022-10-25 04:36:00-04:00,d,20,-0.2791,-0.3064,-0.3064,0.000122,0.1448003567459038,-1.42,-1.5591,0.0059
17277,2022-10-25 06:00:00-04:00,2022-10-25 09:47:00-04:00,d,20,-0.2802,-0.3077,-0.3075,0.000102,0.215560673882535,-1.42,-1.5591,0.0059
17278,2022-10-25 09:51:00-04:00,2022-10-25 13:53:00-04:00,d,20,-0.2801,-0.3075,-0.3074,0.000107,0.1861895676362019,-1.42,-1.5591,0.0059
17281,2022-10-25 15:34:00-04:00,2022-10-25 18:32:00-04:00,d,20,-0.2798,-0.3072,-0.3071,0.000113,0.172559558270102,-1.42,-1.5591,0.0059
17282,2022-10-25 18:36:00-04:00,2022-10-25 21:00:00-04:00,d,20,-0.2784,-0.3056,-0.3055,0.000128,0.1341196790115537,-1.42,-1.5591,0.0059
17283,2022-10-25 21:04:00-04:00,2022-10-26 00:50:00-04:00,d,20,-0.2768,-0.304,-0.3038,0.000101,0.2141146278602028,-1.42,-1.5591,0.0059
17284,2022-10-26 00:54:00-04:00,2022-10-26 02:45:00-04:00,d,20,-0.2739,-0.3007,-0.3006,0.000148,0.095940978920845,-1.42,-1.5591,0.0059
17286,2022-10-26 03:01:00-04:00,2022-10-26 04:25:00-04:00,d,20,-0.2737,-0.3006,-0.3005,0.000175,0.0658449937490451,-1.42,-1.5591,0.0059
17287,2022-10-26 04:30:00-04:00,2022-10-26 08:28:00-04:00,d,20,-0.2733,-0.3001,-0.3,9.7e-05,0.2225520857563234,-1.42,-1.5591,0.0059
17288,2022-10-26 08:35:00-04:00,2022-10-26 12:15:00-04:00,d,20,-0.2708,-0.2973,-0.2972,0.000112,0.1614999296206137,-1.42,-1.5591,0.0059
17289,2022-10-26 12:31:00-04:00,2022-10-26 16:10:00-04:00,d,20,-0.2704,-0.2969,-0.2968,0.000143,0.0971270763644753,-1.42,-1.5591,0.0059
17290,2022-10-26 16:28:00-04:00,2022-10-26 18:24:00-04:00,d,20,-0.2683,-0.2945,-0.2944,0.000136,0.110064334003108,-1.42,-1.5591,0.0059
17292,2022-10-26 18:41:00-04:00,2022-10-26 19:45:00-04:00,d,20,-0.2669,-0.2931,-0.293,0.000187,0.0581189384220924,-1.42,-1.5591,0.0059
17293,2022-10-26 21:31:00-04:00,2022-10-27 01:12:00-04:00,d,20,-0.2652,-0.2912,-0.2912,9.5e-05,0.2191399735091738,-1.42,-1.5591,0.0059
17294,2022-10-27 01:17:00-04:00,2022-10-27 04:47:00-04:00,d,20,-0.2618,-0.2875,-0.2873,9.7e-05,0.2163235351537556,-1.42,-1.5591,0.0059
17295,2022-10-27 04:50:00-04:00,2022-10-27 06:15:00-04:00,d,20,-0.2616,-0.2872,-0.2873,0.000153,0.0844159931679687,-1.42,-1.5591,0.0059
17296,2022-10-27 06:30:00-04:00,2022-10-27 07:55:00-04:00,d,20,-0.2601,-0.2855,-0.2855,0.000164,0.0735262834312809,-1.42,-1.5591,0.0059
17491,2023-02-02 11:11:00-05:00,2023-02-02 12:08:00-05:00,d,15,0.4968,0.5313,0.5307,0.000481,0.0380196056705767,-3.37,-3.6039,0.0206
17492,2023-02-02 12:11:00-05:00,2023-02-02 15:44:00-05:00,d,15,0.4791,0.5124,0.5121,0.000259,0.1246345772316898,-3.37,-3.6039,0.0206
17493,2023-02-02 17:15:00-05:00,2023-02-02 21:15:00-05:00,d,15,0.4587,0.4906,0.4903,0.000212,0.1769049953623304,-3.37,-3.6039,0.0206
17494,2023-02-02 21:17:00-05:00,2023-02-03 01:21:00-05:00,d,15,0.4404,0.471,0.4708,0.000213,0.1536063101414121,-3.37,-3.6039,0.0206
17495,2023-02-03 01:23:00-05:00,2023-02-03 03:04:00-05:00,d,15,0.4326,0.4626,0.4624,0.000348,0.0522253671434207,-3.37,-3.6039,0.0206
17496,2023-02-03 03:09:00-05:00,2023-02-03 05:25:00-05:00,d,15,0.4256,0.4552,0.4551,0.000248,0.1123392173840437,-3.37,-3.6039,0.0206
17497,2023-02-03 05:33:00-05:00,2023-02-03 10:12:00-05:00,d,15,0.4158,0.4446,0.4446,0.000176,0.2128157276992402,-3.37,-3.6039,0.0206
17498,2023-02-03 10:31:00-05:00,2023-02-03 12:28:00-05:00,d,15,0.4135,0.4422,0.4422,0.000292,0.0775954009940839,-3.37,-3.6039,0.0206
17500,2023-02-03 13:05:00-05:00,2023-02-03 15:32:00-05:00,d,15,0.4094,0.3565,0.4376,0.000252,0.1006945265222678,-3.37,-3.6039,0.0206
17501,2023-02-03 15:58:00-05:00,2023-02-03 16:13:00-05:00,d,15,0.4071,0.4353,0.4354,0.000802,0.0105931990308938,-3.37,-3.6039,0.0206
17502,2023-02-03 16:23:00-05:00,2023-02-03 19:24:00-05:00,d,15,0.4011,0.429,0.4291,0.000212,0.1426727382154487,-3.37,-3.6039,0.0206
17504,2023-02-03 19:52:00-05:00,2023-02-03 20:08:00-05:00,d,15,0.3959,0.4233,0.4237,0.000672,0.0157732957561378,-3.37,-3.6039,0.0206
17505,2023-02-03 20:16:00-05:00,2023-02-04 00:17:00-05:00,d,15,0.3929,0.4201,0.4203,0.000188,0.1898086311122272,-3.37,-3.6039,0.0206
17506,2023-02-04 00:19:00-05:00,2023-02-04 04:25:00-05:00,d,15,0.3695,0.3951,0.3954,0.000166,0.2129271094591406,-3.37,-3.6039,0.0206
17507,2023-02-04 04:27:00-05:00,2023-02-04 08:23:00-05:00,d,15,0.3196,0.3418,0.3421,0.000182,0.1244103151814383,-3.37,-3.6039,0.0206
17508,2023-02-04 08:27:00-05:00,2023-02-04 12:09:00-05:00,d,15,0.3752,0.4012,0.4014,0.00019,0.1592015426102075,-3.37,-3.6039,0.0206
17509,2023-02-04 12:12:00-05:00,2023-02-04 15:31:00-05:00,d,15,0.3809,0.4074,0.4076,0.000243,0.074688191982064,-3.37,-3.6039,0.0206
17510,2023-02-04 21:08:00-05:00,2023-02-05 01:13:00-05:00,d,15,0.3823,0.4089,0.4091,0.000184,0.1571112497310772,-3.37,-3.6039,0.0206
17511,2023-02-05 01:15:00-05:00,2023-02-05 02:19:00-05:00,d,15,0.3782,0.4045,0.4049,0.000483,0.0204922566017807,-3.37,-3.6039,0.0206
17512,2023-02-05 03:50:00-05:00,2023-02-05 07:45:00-05:00,d,15,0.3764,0.4025,0.4028,0.000228,0.1050109162779149,-3.37,-3.6039,0.0206
17513,2023-02-05 08:41:00-05:00,2023-02-05 10:51:00-05:00,d,15,0.3741,0.4,0.4003,0.000239,0.0896058540573408,-3.37,-3.6039,0.0206
17523,2023-02-07 05:59:00-05:00,2023-02-07 06:25:00-05:00,d,15,-0.3732,-0.3725,-0.372,0.001317,0.0110237491809407,-3.65,-3.643,0.0425
17524,2023-02-07 06:28:00-05:00,2023-02-07 07:44:00-05:00,d,15,-0.3761,-0.3754,-0.375,0.00154,0.0089441274688598,-3.65,-3.643,0.0425
17527,2023-02-07 21:46:00-05:00,2023-02-08 01:54:00-05:00,d,15,-0.372,-0.3713,-0.3707,0.000436,0.1336923120709825,-3.65,-3.643,0.0425
17529,2023-02-08 03:03:00-05:00,2023-02-08 07:02:00-05:00,d,15,-0.3563,-0.3557,-0.3553,0.000378,0.1624629163874629,-3.65,-3.643,0.0425
17530,2023-02-08 07:05:00-05:00,2023-02-08 10:01:00-05:00,d,15,-0.3475,-0.3469,-0.3465,0.000411,0.1268019622628118,-3.65,-3.643,0.0425
17535,2023-02-09 01:20:00-05:00,2023-02-09 02:45:00-05:00,d,15,-0.343,-0.3424,-0.3419,0.000589,0.0609466127600891,-3.65,-3.643,0.0425
17537,2023-02-09 03:03:00-05:00,2023-02-09 05:59:00-05:00,d,15,-0.3349,-0.3342,-0.3339,0.000404,0.1229067715104966,-3.65,-3.643,0.0425
17538,2023-02-09 06:05:00-05:00,2023-02-09 10:03:00-05:00,d,15,-0.3412,-0.3406,-0.3402,0.000344,0.1749740151519908,-3.65,-3.643,0.0425
17540,2023-02-09 10:41:00-05:00,2023-02-09 14:42:00-05:00,d,15,-0.3299,-0.3293,-0.329,0.000334,0.1186163444528347,-3.65,-3.643,0.0425
