2600	1330750489	1330751050
2601	1330754252	1330754288
2602	1330754544	1330754600
2603	1330755417	1330755582
2604	1330755633	1330755733
2605	1330756297	1330756494
2606	1330759059	1330759163
2607	1330760583	1330760673
2608	1330760733	1330760850
2609	1330764600	1330764692
2610	1330764870	1330764973
2611	1330765303	1330765403
2612	1330765667	1330765769
2613	1330766490	1330766691
2614	1330767634	1330767647
2615	1330770462	1330770473
2616	1330770995	1330771003
2617	1330771621	1330771638
2618	1330771745	1330771760
2619	1330772194	1330772201
2620	1330772384	1330772391
2621	1330775818	1330775882
2622	1330777420	1330777433
2623	1330777790	1330777879
2624	1330777935	1330778029
2625	1330778281	1330778363
2626	1330778439	1330778547
2627	1330778611	1330778724
2628	1330778872	1330779014
2629	1330779064	1330779161
2630	1330779788	1330779818
2631	1330779899	1330780363
2632	1330780457	1330780810
2633	1330781588	1330781679
2634	1330781732	1330781986
2635	1330782111	1330782249
2636	1330782327	1330782544
2637	1330785544	1330785573
2638	1330787481	1330787499
2639	1330792009	1330792160
2640	1330792254	1330792324
2641	1330792450	1330792689
2642	1330794578	1330794835
2643	1330795139	1330795406
2644	1330795461	1330795506
2645	1330795561	1330796585
2646	1330796674	1330796989
2647	1330797087	1330798128
2648	1330798184	1330798438
2649	1330798490	1330800455
2650	1330800786	1330800929
2651	1330800983	1330801153
2652	1330804533	1330806767
2653	1330806848	1330810204
2654	1330810900	1330811699
2655	1330816331	1330816383
2656	1330816535	1330816928
2657	1330817985	1330818259
2658	1330819914	1330820024
2659	1330820743	1330821011
2660	1330821159	1330821391
2661	1330821462	1330821647
2662	1330826743	1330826765
2663	1330826835	1330827294
2664	1330827840	1330827877
2665	1330828062	1330829563
2666	1330829938	1330830470
2667	1330830520	1330830846
2668	1330831175	1330831353
2669	1330831566	1330831721
2670	1330831860	1330832089
2671	1330832270	1330832428
2672	1330832809	1330832904
2673	1330833027	1330833198
2674	1330833255	1330833356
2675	1330833478	1330833596
2676	1330834374	1330834561
2677	1330837005	1330838872
2678	1330839370	1330839398
2679	1330841870	1330842165
2680	1330842214	1330842426
2681	1330843291	1330843431
2682	1330843520	1330844067
2683	1330844144	1330844376
2684	1330844460	1330844559
2685	1330844813	1330845432
2686	1330845566	1330846100
2687	1330846200	1330846320
2688	1330846389	1330846583
2689	1330846887	1330847029
2690	1330847086	1330847340
2691	1330847584	1330847960
2692	1330848027	1330848477
2693	1330848681	1330848687
2694	1330849954	1330850460
2695	1330850513	1330851138
2697	1330852396	1330852620
2698	1330852752	1330852996
2699	1330854544	1330855604
2700	1330856268	1330856717
2701	1330856884	1330857132
2702	1330857187	1330857633
2703	1330858248	1330858677
2704	1330858993	1330859559
2705	1330859642	1330860168
2706	1330860421	1330860932
2707	1330861754	1330862195
2708	1330862834	1330863274
2709	1330864119	1330864535
2710	1330865592	1330866322
2711	1330866439	1330867233
2712	1330867304	1330867325
2713	1330867402	1330867406
2714	1330867540	1330867586
2715	1330867686	1330867719
2716	1330867834	1330868518
2717	1330868676	1330869495
2718	1330870217	1330870663
2719	1330870812	1330871339
2720	1330871388	1330871889
2721	1330871947	1330872455
2722	1330872796	1330873242
2723	1330873588	1330874043
2724	1330874151	1330874705
2725	1330876870	1330877425
2726	1330877504	1330877904
2727	1330878165	1330878545
2728	1330878598	1330878989
2729	1330879278	1330879664
2730	1330879756	1330880117
2731	1330880176	1330880444
2732	1330880632	1330881001
2733	1330881074	1330881449
2734	1330881512	1330881936
2735	1330882280	1330882606
2736	1330882706	1330883050
2737	1330883100	1330883444
2738	1330883712	1330884114
2739	1330884170	1330884549
2740	1330884656	1330884975
2741	1330885242	1330885532
2742	1330885584	1330885983
2743	1330886050	1330886342
2744	1330886653	1330886933
2745	1330886980	1330887282
2746	1330887336	1330887612
2747	1330887802	1330888171
2748	1330888262	1330888750
2749	1330888918	1330889255
2750	1330889790	1330890085
2751	1330891348	1330891354
2752	1330892548	1330893069
2753	1330893200	1330893730
2754	1330894050	1330894490
2755	0	0
2756	1330895048	1330895439
2757	1330905656	1330905662
2758	1330905772	1330906758
2759	1330906804	1330907579
2760	1330907628	1330908444
2761	1330909582	1330911794
2762	1330912242	1330912496
2763	1330912540	1330912696
2764	1330912774	1330915088
2765	1330915150	1330916140
2766	1330916184	1330916989
2767	1330917038	1330917365
2768	1330918722	1330921180
2769	1330921260	1330907383
2770	1330949405	1330949417
2771	1330961996	1330962094
2772	1330962585	1330962603
2773	1330962655	1330962882
2774	1330962998	1330963552
2775	1330963598	1330963654
2776	1330968312	1330968325
2777	1330968382	1330976159
2778	1330990154	1330990219
2779	1330990296	1330990720
2780	1330993225	1330993272
2781	1330994439	1330994761
2782	1330994883	1330995085
2783	1330995166	1330995198
2784	1330996030	1330996077
2785	1330996361	1330996620
2786	1330997154	1330997803
2787	1330997999	1330998053
2788	1330998345	1330998554
2789	1330998665	1330998875
2790	1331000087	1331000288
2791	1331000353	1331000556
2792	1331000639	1331000837
2793	1331000946	1331000985
2794	1331001038	1331001154
2795	1331001546	1331001751
2796	1331001849	1331002074
2797	1331003260	1331003491
2798	1331003579	1331003782
2799	1331003829	1331004076
2800	1331004836	1331004859
2801	1331006558	1331006748
2802	1331006920	1331007128
2803	1331007179	1331007397
2804	1331008662	1331008876
2805	1331008927	1331009132
2806	1331010895	1331011104
2807	1331011151	1331011376
2808	1331012106	1331012319
2809	1331012392	1331012592
2810	1331013319	1331013442
2811	1331013495	1331013689
2812	1331013746	1331013947
2813	1331014010	1331014022
2814	1331014220	1331014228
2815	1331014346	1331014357
2816	1331015298	1331015316
2817	1331017612	1331018261
2818	1331019176	1331019202
2819	1331020092	1331020450
2820	1331021075	1331021363
2821	1331021992	1331022095
2822	1331022258	1331022387
2823	1331022885	1331022934
2824	1331023115	1331023179
2825	1331023315	1331023451
2826	1331024196	1331024244
2827	1331024479	1331024598
2828	1331024649	1331024767
2829	1331025071	1331025184
2830	1331026765	1331026814
2831	1331027770	1331027859
2832	1331028394	1331028485
2833	1331028889	1331028962
2834	1331029017	1331029149
2835	1331029307	1331029410
2836	1331029481	1331029583
2837	1331029721	1331029819
2838	1331032039	1331032124
2839	1331032215	1331032295
2840	1331032382	1331032467
2841	1331032534	1331032616
2842	1331032694	1331032778
2843	1331032881	1331032961
2844	1331033037	1331033119
2845	1331033265	1331033348
2846	1331033429	1331033511
2847	1331033589	1331033672
2848	1331033755	1331033834
2849	1331033911	1331034002
2850	1331034083	1331034166
