#run	start_time	stop_time	species	cell	charge_avg_online	charge_avg_offline_cc	charge_avg_offline	run_dose(Pe/cm2)	cc_on	cc_off	pol_on	pol_off
17265	2022-10-23 06:02:00-04:00	2022-10-23 10:50:00-04:00	d	20	-0.2650	-0.2910	-0.2908	0.20055324103941813	-1.4200	-1.5591	-0.2677	-0.2936
17266	2022-10-23 11:02:00-04:00	2022-10-23 12:52:00-04:00	d	20	-0.2660	-0.2920	-0.2919	0.10186886476588229	-1.4200	-1.5591	-0.2730	-0.2995
17268	2022-10-23 22:14:00-04:00	2022-10-23 23:16:00-04:00	d	20	-0.2323	-0.2550	-0.2548	0.06046490098735898	-1.4200	-1.5591	-0.2412	-0.2645
17269	2022-10-23 23:41:00-04:00	2022-10-24 03:10:00-04:00	d	20	-0.2566	-0.2818	-0.2816	0.16247924924060544	-1.4200	-1.5591	-0.2707	-0.2970
17270	2022-10-24 07:17:00-04:00	2022-10-24 11:11:00-04:00	d	20	-0.2759	-0.3030	-0.3028	0.19966004495011896	-1.4200	-1.5591	-0.2734	-0.3002
17271	2022-10-24 11:23:00-04:00	2022-10-24 14:57:00-04:00	d	20	-0.2730	-0.2997	-0.2996	0.1603431186307347	-1.4200	-1.5591	-0.2741	-0.3008
17272	2022-10-24 15:29:00-04:00	2022-10-24 16:44:00-04:00	d	20	-0.2711	-0.2977	-0.2975	0.05987480843612486	-1.4200	-1.5591	-0.2701	-0.2963
17273	2022-10-24 16:56:00-04:00	2022-10-24 20:50:00-04:00	d	20	-0.2707	-0.3025	-0.2968	0.22058239199168267	-1.4200	-1.5591	-0.2741	-0.3007
17274	2022-10-24 20:54:00-04:00	2022-10-25 00:41:00-04:00	d	20	-0.2774	-0.3046	-0.3045	0.21875520631221404	-1.4200	-1.5591	-0.2783	-0.3053
17275	2022-10-25 00:44:00-04:00	2022-10-25 01:08:00-04:00	d	20	-0.2762	-0.3033	-0.3031	0.025270188810366002	-1.4200	-1.5591	-0.2756	-0.3022
17276	2022-10-25 01:13:00-04:00	2022-10-25 04:36:00-04:00	d	20	-0.2791	-0.3064	-0.3064	0.1448003567459038	-1.4200	-1.5591	-0.2820	-0.3099
17277	2022-10-25 06:00:00-04:00	2022-10-25 09:47:00-04:00	d	20	-0.2802	-0.3077	-0.3075	0.21556067388253503	-1.4200	-1.5591	-0.2757	-0.3024
17278	2022-10-25 09:51:00-04:00	2022-10-25 13:53:00-04:00	d	20	-0.2801	-0.3075	-0.3074	0.18618956763620192	-1.4200	-1.5591	-0.2823	-0.3097
17281	2022-10-25 15:34:00-04:00	2022-10-25 18:32:00-04:00	d	20	-0.2798	-0.3072	-0.3071	0.17255955827010203	-1.4200	-1.5591	-0.2793	-0.3068
17282	2022-10-25 18:36:00-04:00	2022-10-25 21:00:00-04:00	d	20	-0.2784	-0.3056	-0.3055	0.1341196790115537	-1.4200	-1.5591	-0.2777	-0.3048
17283	2022-10-25 21:04:00-04:00	2022-10-26 00:50:00-04:00	d	20	-0.2768	-0.3040	-0.3038	0.21411462786020288	-1.4200	-1.5591	-0.2748	-0.3024
17284	2022-10-26 00:54:00-04:00	2022-10-26 02:45:00-04:00	d	20	-0.2739	-0.3007	-0.3006	0.09594097892084508	-1.4200	-1.5591	-0.2702	-0.2968
17286	2022-10-26 03:01:00-04:00	2022-10-26 04:25:00-04:00	d	20	-0.2737	-0.3006	-0.3005	0.06584499374904512	-1.4200	-1.5591	-0.2710	-0.2975
17287	2022-10-26 04:30:00-04:00	2022-10-26 08:28:00-04:00	d	20	-0.2733	-0.3001	-0.3000	0.22255208575632346	-1.4200	-1.5591	-0.2726	-0.2992
17288	2022-10-26 08:35:00-04:00	2022-10-26 12:15:00-04:00	d	20	-0.2708	-0.2973	-0.2972	0.16149992962061374	-1.4200	-1.5591	-0.2745	-0.3013
17289	2022-10-26 12:31:00-04:00	2022-10-26 16:10:00-04:00	d	20	-0.2704	-0.2969	-0.2968	0.09712707636447532	-1.4200	-1.5591	-0.2704	-0.2968
17290	2022-10-26 16:28:00-04:00	2022-10-26 18:24:00-04:00	d	20	-0.2683	-0.2945	-0.2944	0.11006433400310808	-1.4200	-1.5591	-0.2678	-0.2940
17292	2022-10-26 18:41:00-04:00	2022-10-26 19:45:00-04:00	d	20	-0.2669	-0.2931	-0.2930	0.05811893842209248	-1.4200	-1.5591	-0.2721	-0.2986
17293	2022-10-26 21:31:00-04:00	2022-10-27 01:12:00-04:00	d	20	-0.2652	-0.2912	-0.2912	0.21913997350917383	-1.4200	-1.5591	-0.2619	-0.2876
17294	2022-10-27 01:17:00-04:00	2022-10-27 04:47:00-04:00	d	20	-0.2618	-0.2875	-0.2873	0.21632353515375566	-1.4200	-1.5591	-0.2592	-0.2842
17295	2022-10-27 04:50:00-04:00	2022-10-27 06:15:00-04:00	d	20	-0.2616	-0.2872	-0.2873	0.08441599316796879	-1.4200	-1.5591	-0.2537	-0.2777
17296	2022-10-27 06:30:00-04:00	2022-10-27 07:55:00-04:00	d	20	-0.2601	-0.2855	-0.2855	0.07352628343128093	-1.4200	-1.5591	-0.2612	-0.2866
17351	2022-11-03 04:13:00-04:00	2022-11-03 07:51:00-04:00	p	20	-0.6801	-0.6667	-0.6527	0.013950608854931348	-1.7554	-1.7209	-0.6835	-0.6558
17353	2022-11-03 10:14:00-04:00	2022-11-03 13:32:00-04:00	p	20	-0.6506	-0.6378	-0.6238	0.2006108058060217	-1.7554	-1.7209	-0.6510	-0.6238
17355	2022-11-03 13:41:00-04:00	2022-11-03 14:21:00-04:00	p	20	-0.6488	-0.6361	-0.6212	0.03311987915524333	-1.7554	-1.7209	-0.6469	-0.6194
17356	2022-11-03 19:01:00-04:00	2022-11-03 23:01:00-04:00	p	20	-0.6572	-0.6443	-0.6288	0.2466061885406961	-1.7554	-1.7209	-0.6555	-0.6265
17357	2022-11-03 23:04:00-04:00	2022-11-04 03:01:00-04:00	p	20	-0.6555	-0.6426	-0.6263	0.23443663081520003	-1.7554	-1.7209	-0.6560	-0.6261
17358	2022-11-04 03:03:00-04:00	2022-11-04 07:30:00-04:00	p	20	-0.6550	-0.6422	-0.6248	0.27099322093188977	-1.7554	-1.7209	-0.6537	-0.6232
17359	2022-11-04 07:33:00-04:00	2022-11-04 11:21:00-04:00	p	20	-0.6549	-0.6420	-0.6237	0.2364258416566968	-1.7554	-1.7209	-0.6563	-0.6247
17360	2022-11-04 11:28:00-04:00	2022-11-04 13:23:00-04:00	p	20	-0.6369	-0.6244	-0.6058	0.1161820406005001	-1.7554	-1.7209	-0.0001	-0.0001
17361	2022-11-04 16:32:00-04:00	2022-11-04 20:30:00-04:00	p	20	-0.6408	-0.6282	-0.6092	0.2404765551188057	-1.7554	-1.7209	-0.6533	-0.6208
17362	2022-11-04 22:09:00-04:00	2022-11-05 00:47:00-04:00	p	20	-0.6535	-0.6406	-0.6210	0.16662747130598693	-1.7554	-1.7209	-0.6555	-0.6222
17363	2022-11-05 01:05:00-04:00	2022-11-05 02:50:00-04:00	p	20	-0.6440	-0.6313	-0.6115	0.09791879350168292	-1.7554	-1.7209	0.0144	0.0170
17364	2022-11-05 03:04:00-04:00	2022-11-05 04:30:00-04:00	p	20	-0.6466	-0.6339	-0.6139	0.08874708932258762	-1.7554	-1.7209	-0.6518	-0.6187
17366	2022-11-05 04:47:00-04:00	2022-11-05 04:53:00-04:00	p	20	-0.5992	-0.5874	-0.5672	0.006423811174238026	-1.7554	-1.7209	-0.3046	-0.2786
17368	2022-11-05 13:08:00-04:00	2022-11-05 15:42:00-04:00	p	20	-0.6260	-0.6137	-0.4544	0.11596782209964122	-1.7554	-1.7209	-0.6572	-0.6209
17371	2022-11-06 09:40:00-05:00	2022-11-06 12:13:00-05:00	p	20	0.8036	0.7878	0.7688	0.11842647078494391	-1.7554	-1.7209	0.7999	0.7649
17373	2022-11-06 13:16:00-05:00	2022-11-06 17:42:00-05:00	p	20	0.7896	0.7740	0.7547	0.229193714025418	-1.7554	-1.7209	0.7806	0.7458
17374	2022-11-06 17:45:00-05:00	2022-11-06 23:11:00-05:00	p	20	0.7741	0.7588	0.7391	0.220304270611137	-1.7554	-1.7209	0.7706	0.7353
17375	2022-11-07 01:58:00-05:00	2022-11-07 05:51:00-05:00	p	20	0.7643	0.7493	0.7289	0.23053942530717442	-1.7554	-1.7209	0.7606	0.7241
17376	2022-11-07 05:54:00-05:00	2022-11-07 07:55:00-05:00	p	20	0.7580	0.7430	0.7221	0.06572142328146661	-1.7554	-1.7209	0.7598	0.7248
17379	2022-11-07 14:23:00-05:00	2022-11-07 19:53:00-05:00	p	20	0.7562	0.7413	0.7202	0.20835595361734432	-1.7554	-1.7209	0.7547	0.7189
17381	2022-11-07 21:23:00-05:00	2022-11-08 01:22:00-05:00	p	20	0.7496	0.7349	0.7133	0.15643859427213933	-1.7554	-1.7209	0.7476	0.7111
17382	2022-11-07 01:28:00-05:00	2022-11-07 05:07:00-05:00	p	20	0.7652	0.7502	0.7300	0.19230186215344564	-1.7554	-1.7209	0.7609	0.7247
17383	2022-11-07 05:16:00-05:00	2022-11-07 05:48:00-05:00	p	20	0.7612	0.7463	0.7250	0.032914436231714014	-1.7554	-1.7209	0.7606	0.7241
17491	2023-02-02 11:11:00-05:00	2023-02-02 12:08:00-05:00	d	15	0.4968	0.5313	0.5307	0.03801960567057679	-3.3700	-3.6039	0.4904	0.5243
17492	2023-02-02 12:11:00-05:00	2023-02-02 15:44:00-05:00	d	15	0.4791	0.5124	0.5121	0.12463457723168989	-3.3700	-3.6039	0.4704	0.5028
17493	2023-02-02 17:15:00-05:00	2023-02-02 21:15:00-05:00	d	15	0.4587	0.4906	0.4903	0.17690499536233048	-3.3700	-3.6039	0.4474	0.4789
17494	2023-02-02 21:17:00-05:00	2023-02-03 01:21:00-05:00	d	15	0.4404	0.4710	0.4708	0.15360631014141216	-3.3700	-3.6039	0.4363	0.4665
17495	2023-02-03 01:23:00-05:00	2023-02-03 03:04:00-05:00	d	15	0.4326	0.4626	0.4624	0.05222536714342075	-3.3700	-3.6039	0.4329	0.4630
17496	2023-02-03 03:09:00-05:00	2023-02-03 05:25:00-05:00	d	15	0.4256	0.4552	0.4551	0.11233921738404373	-3.3700	-3.6039	0.4220	0.4514
17497	2023-02-03 05:33:00-05:00	2023-02-03 10:12:00-05:00	d	15	0.4158	0.4446	0.4446	0.21281572769924023	-3.3700	-3.6039	0.4131	0.4420
17498	2023-02-03 10:31:00-05:00	2023-02-03 12:28:00-05:00	d	15	0.4135	0.4422	0.4422	0.07759540099408399	-3.3700	-3.6039	0.4128	0.4418
17500	2023-02-03 13:05:00-05:00	2023-02-03 15:32:00-05:00	d	15	0.4094	0.3565	0.4376	0.10069452652226782	-3.3700	-3.6039	0.4115	0.4407
17501	2023-02-03 15:58:00-05:00	2023-02-03 16:13:00-05:00	d	15	0.4071	0.4353	0.4354	0.010593199030893846	-3.3700	-3.6039	0.4076	0.4383
17502	2023-02-03 16:23:00-05:00	2023-02-03 19:24:00-05:00	d	15	0.4011	0.4290	0.4291	0.14267273821544876	-3.3700	-3.6039	0.3980	0.4257
17504	2023-02-03 19:52:00-05:00	2023-02-03 20:08:00-05:00	d	15	0.3959	0.4233	0.4237	0.015773295756137815	-3.3700	-3.6039	0.3957	0.4238
17505	2023-02-03 20:16:00-05:00	2023-02-04 00:17:00-05:00	d	15	0.3929	0.4201	0.4203	0.1898086311122272	-3.3700	-3.6039	0.3890	0.4164
17506	2023-02-04 00:19:00-05:00	2023-02-04 04:25:00-05:00	d	15	0.3695	0.3951	0.3954	0.21292710945914065	-3.3700	-3.6039	0.3731	0.3993
17507	2023-02-04 04:27:00-05:00	2023-02-04 08:23:00-05:00	d	15	0.3196	0.3418	0.3421	0.12441031518143832	-3.3700	-3.6039	0.3612	0.3868
17508	2023-02-04 08:27:00-05:00	2023-02-04 12:09:00-05:00	d	15	0.3752	0.4012	0.4014	0.15920154261020758	-3.3700	-3.6039	0.3804	0.4069
17509	2023-02-04 12:12:00-05:00	2023-02-04 15:31:00-05:00	d	15	0.3809	0.4074	0.4076	0.07468819198206403	-3.3700	-3.6039	0.3836	0.4113
17510	2023-02-04 21:08:00-05:00	2023-02-05 01:13:00-05:00	d	15	0.3823	0.4089	0.4091	0.15711124973107726	-3.3700	-3.6039	0.3792	0.4062
17511	2023-02-05 01:15:00-05:00	2023-02-05 02:19:00-05:00	d	15	0.3782	0.4045	0.4049	0.02049225660178078	-3.3700	-3.6039	0.3781	0.4037
17512	2023-02-05 03:50:00-05:00	2023-02-05 07:45:00-05:00	d	15	0.3764	0.4025	0.4028	0.10501091627791495	-3.3700	-3.6039	0.3765	0.4027
17513	2023-02-05 08:41:00-05:00	2023-02-05 10:51:00-05:00	d	15	0.3741	0.4000	0.4003	0.08960585405734084	-3.3700	-3.6039	0.3737	0.3999
17523	2023-02-07 05:59:00-05:00	2023-02-07 06:25:00-05:00	d	15	-0.3732	-0.3725	-0.3720	0.011023749180940765	-3.6500	-3.6430	-0.3745	-0.3734
17524	2023-02-07 06:28:00-05:00	2023-02-07 07:44:00-05:00	d	15	-0.3761	-0.3754	-0.3750	0.008944127468859864	-3.6500	-3.6430	-0.3780	-0.3769
17527	2023-02-07 21:46:00-05:00	2023-02-08 01:54:00-05:00	d	15	-0.3720	-0.3713	-0.3707	0.1336923120709825	-3.6500	-3.6430	-0.3660	-0.3652
17529	2023-02-08 03:03:00-05:00	2023-02-08 07:02:00-05:00	d	15	-0.3563	-0.3557	-0.3553	0.16246291638746294	-3.6500	-3.6430	-0.3582	-0.3570
17530	2023-02-08 07:05:00-05:00	2023-02-08 10:01:00-05:00	d	15	-0.3475	-0.3469	-0.3465	0.12680196226281182	-3.6500	-3.6430	-0.3420	-0.3408
17533	2023-02-09 00:43:00-05:00	2023-02-09 01:04:00-05:00	d	15	-0.3498	-0.3492	-0.3488	0.00628766131846047	-3.6500	-3.6430	-0.3481	-0.3475
17535	2023-02-09 01:20:00-05:00	2023-02-09 02:45:00-05:00	d	15	-0.3430	-0.3424	-0.3419	0.06094661276008914	-3.6500	-3.6430	-0.3387	-0.3379
17537	2023-02-09 03:03:00-05:00	2023-02-09 05:59:00-05:00	d	15	-0.3349	-0.3342	-0.3339	0.12290677151049668	-3.6500	-3.6430	-0.3333	-0.3321
17538	2023-02-09 06:05:00-05:00	2023-02-09 10:03:00-05:00	d	15	-0.3412	-0.3406	-0.3402	0.1749740151519908	-3.6500	-3.6430	-0.3367	-0.3358
17540	2023-02-09 10:41:00-05:00	2023-02-09 14:42:00-05:00	d	15	-0.3299	-0.3293	-0.3290	0.11861634445283478	-3.6500	-3.6430	-0.3275	-0.3263
17541	2023-02-09 14:50:00-05:00	2023-02-09 19:03:00-05:00	d	15	-0.3238	-0.3231	-0.3229	0.1519084238373074	-3.6500	-3.6430	-0.3194	-0.3187
17542	2023-02-09 19:06:00-05:00	2023-02-09 22:12:00-05:00	d	15	-0.3173	-0.3167	-0.3165	0.11404661169539929	-3.6500	-3.6430	-0.0010	0.0010
17544	2023-02-10 21:24:00-05:00	2023-02-11 02:07:00-05:00	d	15	-0.2586	-0.2613	-0.2687	0.20703494021757718	-3.6500	-3.6875	-0.2593	-0.2705
17545	2023-02-11 02:10:00-05:00	2023-02-11 06:08:00-05:00	d	15	-0.2584	-0.2611	-0.2687	0.15880867522426498	-3.6500	-3.6875	-0.2514	-0.2613
17546	2023-02-11 06:10:00-05:00	2023-02-11 09:43:00-05:00	d	15	-0.2631	-0.2658	-0.2736	0.15641002869646084	-3.6500	-3.6875	-0.3044	-0.3161
17547	2023-02-11 10:12:00-05:00	2023-02-11 14:12:00-05:00	d	15	-0.3091	-0.3123	-0.3170	0.1299751913592047	-3.6500	-3.6875	-0.3107	-0.3141
17548	2023-02-11 14:15:00-05:00	2023-02-11 15:55:00-05:00	d	15	-0.3091	-0.3123	-0.3123	0.054700593791175665	-3.6500	-3.6875	-0.3126	-0.3161
17549	2023-02-11 16:02:00-05:00	2023-02-11 20:00:00-05:00	d	15	-0.3112	-0.3144	-0.3144	0.2044272163046408	-3.6500	-3.6875	-0.3115	-0.3151
17550	2023-02-11 20:08:00-05:00	2023-02-12 00:07:00-05:00	d	15	-0.3103	-0.3135	-0.3136	0.17806711511633908	-3.6500	-3.6875	-0.3116	-0.3147
17551	2023-02-12 00:10:00-05:00	2023-02-12 04:04:00-05:00	d	15	-0.3105	-0.3137	-0.3139	0.16926942538449313	-3.6500	-3.6875	-0.3090	-0.3129
17552	2023-02-12 04:06:00-05:00	2023-02-12 06:03:00-05:00	d	15	-0.3105	-0.3137	-0.3138	0.041129403233548155	-3.6500	-3.6875	-0.3106	-0.3143
17554	2023-02-12 06:51:00-05:00	2023-02-12 08:53:00-05:00	d	15	-0.3091	-0.3123	-0.3124	0.0917556957591105	-3.6500	-3.6875	-0.3100	-0.3130
17555	2023-02-12 10:17:00-05:00	2023-02-12 14:11:00-05:00	d	15	-0.3083	-0.3115	-0.3115	0.17847738255033135	-3.6500	-3.6875	-0.3070	-0.3102
17556	2023-02-12 14:14:00-05:00	2023-02-12 16:14:00-05:00	d	15	-0.3061	-0.3093	-0.3093	0.09009796083726508	-3.6500	-3.6875	-0.3053	-0.3084
17557	2023-02-12 16:26:00-05:00	2023-02-12 17:15:00-05:00	d	15	-0.3060	-0.3091	-0.3091	0.03554518523982327	-3.6500	-3.6875	-0.3082	-0.3120
17558	2023-02-12 17:22:00-05:00	2023-02-12 21:21:00-05:00	d	15	-0.3058	-0.3089	-0.3089	0.17388879793856854	-3.6500	-3.6875	-0.3025	-0.3054
17559	2023-02-12 21:23:00-05:00	2023-02-13 01:26:00-05:00	d	15	-0.3032	-0.3063	-0.3063	0.1796971671691263	-3.6500	-3.6875	-0.3027	-0.3056
17560	2023-02-13 01:28:00-05:00	2023-02-13 05:19:00-05:00	d	15	-0.3011	-0.3042	-0.3044	0.18220003024475115	-3.6500	-3.6875	-0.3008	-0.3042
17574	2023-02-15 00:48:00-05:00	2023-02-15 01:01:00-05:00	p	15	0.3201	0.3504	0.3443	0.0050533182725838255	-2.5458	-2.7862	0.3223	0.3470
17575	2023-02-15 01:07:00-05:00	2023-02-15 01:33:00-05:00	p	15	0.3264	0.3572	0.3509	0.021652043112785995	-2.5458	-2.7862	0.3281	0.3526
17576	2023-02-15 01:39:00-05:00	2023-02-15 05:39:00-05:00	p	15	0.3418	0.3741	0.3673	0.14644916666881255	-2.5458	-2.7862	0.3563	0.3822
17577	2023-02-15 05:50:00-05:00	2023-02-15 09:50:00-05:00	p	15	0.3600	0.3940	0.3857	0.1981785590663508	-2.5458	-2.7862	0.3591	0.3849
17581	2023-02-15 10:26:00-05:00	2023-02-15 11:52:00-05:00	p	15	0.3612	0.3953	0.3865	0.06494426532361029	-2.5458	-2.7862	0.3617	0.3864
17583	2023-02-15 12:26:00-05:00	2023-02-15 12:39:00-05:00	p	15	0.3622	0.3964	0.3872	0.009018155596255944	-2.5458	-2.7862	0.3620	0.3871
17584	2023-02-15 12:47:00-05:00	2023-02-15 16:57:00-05:00	p	15	0.3614	0.3955	0.3860	0.20528821934744007	-2.5458	-2.7862	0.3604	0.3850
17585	2023-02-15 17:01:00-05:00	2023-02-15 21:02:00-05:00	p	15	0.3613	0.3954	0.3851	0.18443978035587152	-2.5458	-2.7862	0.3624	0.3855
17586	2023-02-15 21:05:00-05:00	2023-02-16 01:05:00-05:00	p	15	0.3612	0.3953	0.3842	0.18563355394176273	-2.5458	-2.7862	0.3608	0.3833
17587	2023-02-16 01:09:00-05:00	2023-02-16 05:05:00-05:00	p	15	0.3624	0.3966	0.3851	0.1287370008378463	-2.5458	-2.7862	0.3632	0.3852
17588	2023-02-16 05:14:00-05:00	2023-02-16 07:17:00-05:00	p	15	0.3595	0.3934	0.3813	0.06070015618054175	-2.5458	-2.7862	0.3575	0.3783
17589	2023-02-16 08:55:00-05:00	2023-02-16 12:53:00-05:00	p	15	0.3637	0.3980	0.3810	0.17541847676464872	-2.5458	-2.7862	0.3612	0.3785
17592	2023-02-16 16:26:00-05:00	2023-02-16 17:09:00-05:00	p	15	0.3661	0.4007	0.3830	0.01587076909004421	-2.5458	-2.7862	0.3639	0.3821
17593	2023-02-16 17:15:00-05:00	2023-02-16 21:16:00-05:00	p	15	0.3646	0.3990	0.3815	0.12600568623717193	-2.5458	-2.7862	0.3635	0.3801
17594	2023-02-16 21:20:00-05:00	2023-02-17 01:23:00-05:00	p	15	0.3627	0.3969	0.3788	0.17413173908111615	-2.5458	-2.7862	0.3587	0.3759
17595	2023-02-17 01:26:00-05:00	2023-02-17 05:25:00-05:00	p	15	0.3612	0.3953	0.3769	0.1517804530084558	-2.5458	-2.7862	0.3631	0.3774
17596	2023-02-17 05:27:00-05:00	2023-02-17 08:29:00-05:00	p	15	0.3596	0.3936	0.3751	0.11526835801715034	-2.5458	-2.7862	0.3601	0.3764
17597	2023-02-17 08:37:00-05:00	2023-02-17 09:32:00-05:00	p	15	0.3602	0.3942	0.3758	0.039901865318170006	-2.5458	-2.7862	0.3629	0.3781
17598	2023-02-17 15:15:00-05:00	2023-02-17 18:43:00-05:00	p	15	-0.2642	-0.2892	-0.2843	0.14316998211082754	-2.5458	-2.7862	-0.2840	-0.3053
17599	2023-02-17 20:34:00-05:00	2023-02-17 21:42:00-05:00	p	15	-0.5811	-0.3319	-0.3266	0.053809949184599665	-4.8779	-2.7862	-0.5760	-0.3238
17600	2023-02-17 21:46:00-05:00	2023-02-18 01:45:00-05:00	p	15	-0.5806	-0.3316	-0.3261	0.16243384323991072	-4.8779	-2.7862	-0.5832	-0.3273
17601	2023-02-18 01:47:00-05:00	2023-02-18 05:45:00-05:00	p	15	-0.5778	-0.3301	-0.3245	0.13896079561021427	-4.8779	-2.7862	-0.5768	-0.3238
17602	2023-02-18 05:48:00-05:00	2023-02-18 07:11:00-05:00	p	15	-0.5782	-0.3302	-0.3246	0.02018032907764586	-4.8779	-2.7862	-0.5819	-0.3264
17603	2023-02-18 09:22:00-05:00	2023-02-18 13:27:00-05:00	p	15	-0.5948	-0.3398	-0.3338	0.12629674654590284	-4.8779	-2.7862	-0.5916	-0.3313
17604	2023-02-18 13:29:00-05:00	2023-02-18 17:29:00-05:00	p	15	-0.5873	-0.3355	-0.3292	0.1833693205628264	-4.8779	-2.7862	-0.5843	-0.3275
17605	2023-02-18 17:33:00-05:00	2023-02-18 21:38:00-05:00	p	15	-0.5825	-0.3327	-0.3262	0.18916171698987935	-4.8779	-2.7862	-0.5807	-0.3247
17606	2023-02-18 21:44:00-05:00	2023-02-19 01:56:00-05:00	p	15	-0.5793	-0.3309	-0.3240	0.1942371218738702	-4.8779	-2.7862	-0.5763	-0.3220
17607	2023-02-19 02:00:00-05:00	2023-02-19 05:50:00-05:00	p	15	-0.5754	-0.3287	-0.3215	0.17654335825774112	-4.8779	-2.7862	-0.5796	-0.3237
17608	2023-02-19 06:27:00-05:00	2023-02-19 11:07:00-05:00	p	15	-0.5750	-0.3284	-0.3207	0.20683461865988537	-4.8779	-2.7862	-0.5812	-0.3226
17609	2023-02-19 11:12:00-05:00	2023-02-19 11:32:00-05:00	p	15	-0.5820	-0.3324	-0.3233	0.003223734773683332	-4.8779	-2.7862	-0.5839	-0.3241
17610	2023-02-19 12:06:00-05:00	2023-02-19 16:18:00-05:00	p	15	-0.5809	-0.3318	-0.3226	0.19016015040939774	-4.8779	-2.7862	-0.5805	-0.3223
17611	2023-02-19 16:34:00-05:00	2023-02-19 18:54:00-05:00	p	15	-0.5825	-0.3327	-0.3234	0.089311255409273	-4.8779	-2.7862	-0.5824	-0.3234
17617	2023-02-19 06:47:00-05:00	2023-02-19 08:54:00-05:00	p	15	-0.5729	-0.3272	-0.3199	0.10702478535760719	-4.8779	-2.7862	-0.5744	-0.3207
17621	2023-02-19 09:46:00-05:00	2023-02-19 10:44:00-05:00	p	15	-0.5803	-0.3314	-0.3225	0.028082274026753964	-4.8779	-2.7862	-0.5836	-0.3240
17650	2023-02-25 10:45:00-05:00	2023-02-25 14:46:00-05:00	d	15	-0.4563	-0.4420	-0.4410	0.19322653040465007	-3.6500	-3.5357	-0.4197	-0.4057
17651	2023-02-25 14:49:00-05:00	2023-02-25 15:46:00-05:00	d	15	-0.4141	-0.4012	-0.4002	0.04845359539077768	-3.6500	-3.5357	-0.4089	-0.3950
17652	2023-02-25 15:50:00-05:00	2023-02-25 17:17:00-05:00	d	15	-0.3993	-0.3868	-0.3859	0.06726951452387413	-3.6500	-3.5357	-0.3934	-0.3806
17653	2023-02-25 17:25:00-05:00	2023-02-25 21:26:00-05:00	d	15	-0.3670	-0.3555	-0.3546	0.1992073393674391	-3.6500	-3.5357	-0.3657	-0.3534
17654	2023-02-25 21:28:00-05:00	2023-02-26 01:28:00-05:00	d	15	-0.3639	-0.3525	-0.3516	0.20292141771920263	-3.6500	-3.5357	-0.3585	-0.3465
17655	2023-02-26 01:50:00-05:00	2023-02-26 05:51:00-05:00	d	15	-0.3541	-0.3430	-0.3421	0.17652783442558947	-3.6500	-3.5357	-0.3501	-0.3383
17658	2023-02-26 06:26:00-05:00	2023-02-26 10:28:00-05:00	d	15	-0.3536	-0.3425	-0.3417	0.18679127119112762	-3.6500	-3.5357	-0.3428	-0.3311
17659	2023-02-26 10:36:00-05:00	2023-02-26 13:07:00-05:00	d	15	-0.3410	-0.3303	-0.3294	0.10049647730293078	-3.6500	-3.5357	-0.3418	-0.3302
17661	2023-02-26 14:58:00-05:00	2023-02-26 18:58:00-05:00	d	15	-0.3369	-0.3264	-0.3255	0.18852731217721816	-3.6500	-3.5357	-0.3394	-0.3278
17662	2023-02-26 19:04:00-05:00	2023-02-26 22:30:00-05:00	d	15	-0.3394	-0.3288	-0.3280	0.16235869508362658	-3.6500	-3.5357	-0.3388	-0.3273
17664	2023-02-26 22:43:00-05:00	2023-02-27 02:20:00-05:00	d	15	-0.3379	-0.3273	-0.3265	0.1777983983010189	-3.6500	-3.5357	-0.3372	-0.3259
17665	2023-02-27 02:28:00-05:00	2023-02-27 06:28:00-05:00	d	15	-0.3348	-0.3243	-0.3235	0.17766139540175477	-3.6500	-3.5357	-0.3334	-0.3221
17666	2023-02-27 06:30:00-05:00	2023-02-27 08:38:00-05:00	d	15	-0.3343	-0.3238	-0.3231	0.09450753841058934	-3.6500	-3.5357	-0.3343	-0.3232
17667	2023-02-27 08:41:00-05:00	2023-02-27 10:46:00-05:00	d	15	-0.3336	-0.3232	-0.3225	0.07853455878799341	-3.6500	-3.5357	-0.3363	-0.3253
17678	2023-03-01 22:12:00-05:00	2023-03-02 02:13:00-05:00	d	15	0.4741	0.4798	0.4794	0.12360175263813404	-3.9300	-3.9769	0.4704	0.4757
17679	2023-03-02 02:15:00-05:00	2023-03-02 05:36:00-05:00	d	15	0.4647	0.4703	0.4699	0.09566038581749123	-3.9300	-3.9769	0.4688	0.4741
17681	2023-03-02 06:42:00-05:00	2023-03-02 09:26:00-05:00	d	15	0.4583	0.4638	0.4634	0.10492656535522196	-3.9300	-3.9769	0.4530	0.4579
17682	2023-03-02 13:59:00-05:00	2023-03-02 17:48:00-05:00	d	15	0.4565	0.4619	0.4617	0.015536190872247916	-3.9300	-3.9769	0.4584	0.4639
17683	2023-03-02 20:05:00-05:00	2023-03-02 23:14:00-05:00	d	15	0.4452	0.4505	0.4503	0.14911021770373326	-3.9300	-3.9769	0.4378	0.4425
17684	2023-03-02 23:21:00-05:00	2023-03-03 03:40:00-05:00	d	15	0.4307	0.4359	0.4357	0.1760809536660952	-3.9300	-3.9769	0.4233	0.4281
17685	2023-03-03 03:43:00-05:00	2023-03-03 07:55:00-05:00	d	15	0.4173	0.4223	0.4222	0.17871668584047454	-3.9300	-3.9769	0.4118	0.4167
